Régions;GRIP;IRA;CONS;GRIP;IRA;CONS;GRIP;IRA;CONS; TOTGRIP;Tot IRA;T,cons;TX GR;TX IRA;;;;;;;;;;;;;;;;
2010;FEVRIER;Semaine3;Sfax;35;246;675;85;178;1142;237;330;4031;357;754;5848;6,1;12,9;;;;;;;;;;;;;;;;
2010;FEVRIER;Semaine3;Gabes;23;157;408;75;18;443;173;52;1699;271;227;2550;10,6;8,9;;;;;;;;;;;;;;;;
2010;FEVRIER;Semaine3;Kebili;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;
2010;FEVRIER;Semaine3;Gafsa;41;0;190;65;0;360;154;0;1924;260;0;2474;10,5;0,0;;;;;;;;;;;;;;;;
2010;FEVRIER;Semaine3;Sidi Bouz;104;273;748;128;144;718;403;142;4727;635;559;6193;10,3;9,0;;;;;;;;;;;;;;;;
2010;FEVRIER;Semaine3;Tozeur;13;32;88;37;54;173;75;86;739;125;172;1000;12,5;17,2;;;;;;;;;;;;;;;;
2010;FEVRIER;Semaine3;Medenine;74;253;724;125;267;966;278;515;3384;477;1035;5074;9,4;20,4;;;;;;;;;;;;;;;;
2010;FEVRIER;Semaine3;Tataou;5;17;89;3;29;155;13;52;606;21;98;850;2,5;11,5;;;;;;;;;;;;;;;;
2010;FEVRIER;Semaine4;Tunis;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;
2010;FEVRIER;Semaine4;Ariana;101;0;1061;66;0;620;219;0;3460;386;0;5141;7,5;0,0;;;;;;;;;;;;;;;;
2010;FEVRIER;Semaine4;Mannouba;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;
2010;FEVRIER;Semaine4;Ben Arous;6;177;385;5;53;176;33;133;1147;44;363;1708;2,6;21,3;;;;;;;;;;;;;;;;
2010;FEVRIER;Semaine4;Bizerte;14;197;398;35;103;282;66;194;1340;115;494;2020;5,7;24,5;;;;;;;;;;;;;;;;
2010;FEVRIER;Semaine4;Nabeul;47;599;981;74;192;527;201;636;4250;322;1427;5758;5,6;24,8;;;;;;;;;;;;;;;;
Zaghouan;12;0;258;16;0;278;35;0;1103;63;0;1639;3,8;0;;;;;;;;;;;;;;;;
Beja;28;21;246;19;12;125;29;17;356;76;50;727;10,5;6,877579092;;;;;;;;;;;;;;;;
Jendouba ;34;161;379;17;29;145;82;47;829;133;237;1353;9,8;17,5;;;;;;;;;;;;;;;;
Le Kef;0;95;240;28;0;166;131;0;1181;159;95;1587;10,0;6,0;;;;;;;;;;;;;;;;
Siliana;5;0;36;11;0;89;55;0;760;71;0;885;8,0;0;;;;;;;;;;;;;;;;
Kairouan;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;
Sousse;56;172;741;32;58;304;169;221;3191;257;451;4236;6,1;10,6;;;;;;;;;;;;;;;;
Mahdia;11;10;238;16;0;273;38;3;402;65;13;913;7,1;1,423877327;;;;;;;;;;;;;;;;
Monastir;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;
Kasserine;126;1;1128;223;6;1054;609;21;4732;958;28;6914;13,9;0,4;;;;;;;;;;;;;;;;
Sfax;38;207;648;68;118;785;134;326;3617;240;651;5050;4,8;12,9;;;;;;;;;;;;;;;;
Gabes;46;65;756;84;11;742;287;142;3142;417;218;4640;9,0;4,7;;;;;;;;;;;;;;;;
Kebili;40;138;427;71;12;538;169;26;2521;280;176;3486;8,0;5,0;;;;;;;;;;;;;;;;
Gafsa;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;
Sidi Bouz;108;258;759;87;111;535;309;169;3869;504;538;5163;9,8;10,4;;;;;;;;;;;;;;;;
Tozeur;28;31;138;42;40;163;92;82;815;162;153;1116;14,5;13,7;;;;;;;;;;;;;;;;
Medenine;68;338;713;96;237;813;298;507;3039;462;1082;4565;10,1;23,7;;;;;;;;;;;;;;;;
Tataou;7;19;73;10;22;110;19;50;560;36;91;743;4,8;12,2;;;;;;;;;;;;;;;;
Total;775;2489;9605;1000;1004;7725;2975;2574;40314;4750;6067;57644;8,2;10,5;;;;;;;;;;;;;;;;
