Régions;GRIP;IRA;CONS;GRIP;IRA;CONS;GRIP;IRA;CONS; TOTGRIP;Tot IRA;T,cons;TX GR;TX IRA;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Zaghouan;51;0;264;89;0;275;117;0;1015;257;0;1554;16,5;0;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Beja;20;41;204;61;21;198;68;53;498;149;115;900;16,6;12,8;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Jendouba ;53;171;343;61;57;344;135;31;758;249;259;1445;17,2;17,9;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Le Kef;0;155;279;240;0;406;657;0;1771;897;155;2456;36,5;6,3;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Siliana;25;0;158;153;0;354;315;0;1461;493;0;1973;25,0;0;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Kairouan;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Sousse;117;215;685;277;152;748;839;244;3710;1233;611;5143;24,0;11,9;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Mahdia;26;13;204;19;0;188;74;0;450;119;13;842;14,1;1,543942993;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Monastir;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Kasserine;222;10;776;517;6;930;741;12;2267;1480;28;3973;37,3;0,7;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Sfax;118;190;489;181;146;772;414;364;2712;713;700;3973;17,9;17,6;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Gabes;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Kebili;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Gafsa;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Sidi Bouz;113;173;555;246;101;690;690;173;2759;1049;447;4004;26,2;11,2;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Tozeur;17;16;67;40;26;102;115;61;501;172;103;670;25,7;15,4;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Medenine;28;122;436;62;125;923;157;289;1977;247;536;3336;7,4;16,1;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine5;Tataou;3;24;49;7;45;61;35;46;416;45;115;526;8,6;21,9;;;;;;;;;;;;;;;;;;
